Nr,CLASS,GENDER,AGE,HEIGHT,SPORTS,TV,COMPUTER,SUBJECT,ALLOWANCE,WORK,PROVINCE,BREAKFAST
32294,1,Girl,12,163,7,2,8,English language,15,5,28,Yes
32295,1,Girl,12,159,2,10,0,Mathematics,13,0,28,Brought something
32296,1,Girl,13,156,4,30,6,Dutch language,8,0,28,Yes
32297,2,Girl,13,158,4,36,4,Sports,10,0,28,Yes
32298,2,Boy,14,171,2,14,16,Engineering,5,50,28,Yes
32299,2,Boy,13,154,8,15,10,Computer Science,5,0,28,Yes
32300,2,Boy,13,165,7,30,14,Sports,15,25,28,Yes
32301,2,Girl,13,168,3,36,2,Sports,10,25,28,Yes
32302,2,Girl,13,167,6,10,10,Mathematics,8,30,28,Yes
32303,2,Girl,15,145,4,48,0,Sports,13,0,28,Brought something
32304,2,Boy,13,164,7,24,40,Sports,13,90,28,Yes
32305,2,Boy,13,162,5,12,13,Biology,10,15,28,Yes
32306,2,Boy,13,156,12,3,0,Sports,10,50,28,Yes
32307,2,Boy,14,180,4,7,50,Sports,11,30,28,Yes
32308,2,Boy,13,167,5,30,65,Sports,20,75,28,Yes
32309,2,Boy,13,156,6,21,9,Sports,18,20,28,Yes
32310,2,Boy,13,155,6,30,7,Sports,10,10,28,Yes
32311,2,Boy,13,162,10,3,7,Sports,13,16,28,No
32312,2,Girl,13,164,6,36,0,Sports,11,30,28,Yes
32313,2,Boy,13,155,4,18,24,Sports,15,25,28,Yes
32314,2,Girl,13,160,3,15,0,English language,10,0,28,No
32315,2,Boy,13,183,5,23,21,Sports,10,40,28,Yes
32316,2,Girl,13,181,6,9,10,Sports,10,0,28,Yes
32317,2,Girl,13,187,9,36,2,Sports,10,13,28,Yes
32318,2,Boy,13,147,10,6,7,German,10,0,28,Yes
32319,2,Girl,13,162,0,7,1,Sports,8,0,28,Brought something
32320,2,Girl,13,169,1,14,1,Computer Science,16,0,28,Yes
32321,2,Girl,13,168,7,9,3,Dutch language,25,0,28,Yes
32322,2,Girl,14,163,0,28,1,Economics,20,0,28,Yes
32323,2,Girl,14,170,0,0,1,Mathematics,5,0,28,Yes
32324,2,Boy,14,170,10,15,2,Geography,7,18,28,Yes
32325,2,Boy,14,170,5,10,3,Economics,7,46,28,Yes
32326,2,Girl,15,167,0,10,0,Computer Science,8,0,28,Yes
32327,2,Boy,13,154,7,18,2,Computer Science,0,0,28,Yes
32328,2,Girl,14,167,35,7,0,German,10,0,28,Brought something
32329,2,Girl,14,160,5,14,7,Biology,15,0,28,Brought something
32330,2,Boy,13,168,2,15,2,Sports,10,12,28,Yes
32331,2,Girl,13,168,2,42,5,Economics,11,0,28,Yes
32332,2,Boy,14,170,2,35,45,Sports,15,25,28,No
32333,2,Boy,14,183,4,10,11,Computer Science,10,100,28,Yes
32334,2,Girl,13,168,0,10,3,Nursing,10,0,28,Yes
32335,2,Girl,13,157,4,14,1,Dutch language,8,0,28,Yes
32336,2,Boy,14,184,3,1,1,Computer Science,5,0,28,Yes
32337,2,Boy,13,176,16,9,14,Mathematics,27,0,28,Yes
32338,2,Girl,13,167,1,6,1,Computer Science,15,0,28,Brought something
32339,2,Boy,14,170,24,11,21,Sports,10,0,28,Yes
32340,2,Girl,15,167,0,7,0,Computer Science,25,0,28,Brought something
32341,2,Boy,14,171,10,5,2,French language,10,0,28,Yes
32342,2,Girl,14,168,15,14,5,Nursing,25,0,28,Yes
32343,2,Girl,13,170,5,15,2,Nursing,25,0,28,No
32344,2,Girl,15,156,4,14,10,Computer Science,13,3,28,Yes
32345,2,Boy,13,172,20,25,0,Computer Science,24,0,28,Yes
32346,2,Girl,13,160,2,16,6,English language,10,0,28,No
32347,2,Girl,13,161,4,5,10,Computer Science,25,0,28,Yes
32348,2,Girl,14,171,3,14,12,French language,15,0,28,Yes
32349,2,Boy,14,170,0,14,30,French language,10,0,28,Yes
32350,2,Boy,14,168,20,20,7,German,25,20,28,No
32351,2,Boy,13,165,12,28,10,Computer Science,15,20,28,Yes
32352,2,Boy,15,160,7,60,32,Engineering,50,25,28,Yes
32353,2,Girl,13,164,3,16,12,French language,8,0,28,Yes
32354,2,Girl,13,168,3,20,5,Computer Science,10,0,28,Yes
32355,2,Girl,13,159,3,8,10,French language,3,0,28,No
32356,2,Girl,14,160,4,17,0,Sports,10,0,28,No
32357,2,Boy,13,176,8,32,18,Computer Science,25,0,28,Yes
32358,2,Girl,13,160,2,20,2,Computer Science,8,0,28,Yes
32359,2,Girl,14,157,3,14,7,Computer Science,10,0,28,Yes
32360,2,Girl,14,167,3,18,8,French language,8,0,28,Yes
32361,2,Boy,13,165,10,30,29,Mathematics,5,45,28,Yes
32362,2,Boy,13,168,20,20,9,German,23,8,28,Yes
32363,2,Girl,14,167,4,12,7,French language,25,15,28,Yes
32364,2,Boy,14,172,10,28,10,Computer Science,10,35,28,Yes
32365,2,Boy,13,165,12,12,7,Computer Science,10,0,28,Yes
32366,2,Boy,13,160,10,11,10,Mathematics,5,0,28,Yes
32367,2,Boy,13,162,4,30,16,Computer Science,11,0,28,Yes
32368,2,Girl,13,160,6,14,3,Computer Science,12,25,28,Yes
32369,2,Girl,13,179,3,15,4,Nursing,9,30,28,Yes
32370,2,Boy,13,160,4,16,14,Computer Science,7,0,28,Brought something
32371,2,Girl,13,156,6,10,3,Art,10,0,28,Brought something
32372,2,Boy,13,161,8,5,15,Computer Science,10,0,28,Yes
32373,2,Girl,13,146,2,15,0,Nursing,15,10,28,Brought something
32374,2,Boy,13,158,4,10,12,Sports,8,0,28,Yes
32375,2,Girl,13,166,3,21,2,Sports,0,0,28,Yes
32376,2,Girl,15,167,2,22,0,Nursing,0,0,28,Yes
32377,2,Girl,13,166,1,21,5,Computer Science,18,0,28,Yes
32378,2,Girl,13,160,3,4,0,French language,8,15,28,Yes
32379,2,Girl,13,169,3,6,0,Computer Science,13,0,28,Yes
32380,2,Boy,12,152,1,10,6,History,6,0,28,No
32381,2,Girl,13,159,1,20,0,Computer Science,0,0,28,No
32382,2,Girl,13,178,4,23,2,Computer Science,25,0,28,Yes
32383,2,Girl,13,178,1,23,0,Computer Science,12,0,28,Yes
32384,2,Girl,13,163,1,21,2,Sports,14,0,28,Yes
32385,2,Girl,13,159,1,2,0,Computer Science,38,0,28,Yes
32386,2,Boy,13,154,0,20,35,Computer Science,2,26,28,Yes
32387,2,Girl,13,170,4,3,1,Computer Science,10,100,28,Yes
32388,2,Girl,13,175,5,10,8,French language,10,25,28,Yes
32389,2,Boy,13,163,4,10,27,Mathematics,15,0,28,Yes
32390,2,Girl,13,160,5,15,3,Sports,10,30,28,Yes
32391,2,Boy,13,170,5,12,15,Mathematics,15,50,28,Yes
32392,2,Girl,13,168,3,13,0,Sports,8,0,28,No
32393,2,Girl,13,175,5,7,7,Dutch language,27,0,28,Yes
32394,2,Girl,13,168,3,11,0,Sports,10,0,28,No
32395,2,Girl,13,169,7,15,2,Nursing,10,30,28,Yes
32396,2,Girl,13,177,0,25,0,Art,7,0,28,Yes
32397,2,Boy,13,155,6,10,8,Dutch language,5,0,28,Yes
32398,2,Boy,13,171,7,15,21,Sports,8,30,28,Yes
32399,2,Boy,12,157,0,14,20,Mathematics,6,0,28,Yes
32400,2,Boy,13,160,1,21,14,Other,7,45,28,Yes
32401,2,Boy,13,148,9,25,30,Sports,25,50,28,Yes
32402,2,Girl,13,175,4,8,4,Nursing,5,0,28,Yes
32403,2,Boy,13,164,2,12,18,Mathematics,8,0,28,Yes
32404,2,Boy,13,162,4,10,23,Sports,10,0,28,Yes
32405,2,Girl,13,165,5,18,5,Sports,15,25,28,Yes
32406,2,Boy,13,180,0,20,24,Computer Science,10,0,28,Yes
32407,2,Girl,13,163,5,8,4,Sports,12,15,28,Brought something
32408,2,Boy,13,160,5,15,25,Sports,10,25,28,Yes
32409,2,Girl,13,180,6,10,3,Sports,10,0,28,Yes
32410,2,Boy,13,155,4,16,25,Sports,40,40,28,Brought something
32411,1,Boy,12,162,5,14,14,Engineering,8,0,26,Yes
32412,1,Girl,12,148,3,15,1,Sports,8,0,26,Yes
32413,1,Boy,13,152,0,30,16,Engineering,10,0,26,Yes
32414,1,Boy,13,170,13,6,10,Engineering,10,0,26,Yes
32415,1,Boy,12,155,0,7,3,Mathematics,10,0,26,Yes
32416,1,Girl,13,165,2,14,5,Other,3,0,26,Brought something
32417,1,Boy,13,160,12,20,30,Engineering,8,0,26,Yes
32418,1,Girl,12,160,1,7,1,Computer Science,4,0,26,Yes
32419,1,Girl,13,159,2,15,2,French language,9,0,26,Yes
32420,1,Girl,12,150,1,14,3,Sports,10,0,26,Yes
32421,1,Girl,12,159,3,1,5,French language,6,0,26,No
32422,1,Girl,12,165,0,16,3,Sports,13,20,26,Yes
32423,1,Girl,12,158,2,10,0,Other,10,0,26,Yes
32424,1,Girl,12,158,9,2,0,Mathematics,3,0,26,Yes
32425,1,Boy,12,148,0,28,14,Mathematics,5,0,26,Yes
32426,1,Girl,12,158,2,10,1,Computer Science,8,0,26,Yes
32427,1,Boy,12,160,3,4,7,Geography,10,0,26,Yes
32428,1,Boy,13,166,0,10,3,Geography,7,0,26,Yes
32429,1,Boy,12,162,8,24,6,Engineering,5,7,26,Yes
32430,1,Girl,12,170,2,22,5,Computer Science,15,0,26,Yes
32431,1,Girl,12,166,2,15,10,Computer Science,6,0,26,Yes
32432,1,Boy,12,159,3,5,9,Computer Science,12,0,26,Yes
32433,1,Girl,12,155,2,26,8,Computer Science,20,0,26,Yes
32434,1,Boy,13,168,3,14,21,Engineering,7,15,26,Yes
32435,1,Girl,12,155,4,15,4,French language,9,0,26,Yes
32436,1,Boy,12,155,0,25,30,Engineering,7,0,26,Yes
32437,1,Boy,12,158,4,18,1,Mathematics,10,0,26,Yes
32438,1,Girl,12,170,1,21,1,Mathematics,10,0,26,Yes
32439,1,Girl,11,158,3,7,1,Sports,8,0,26,Yes
32440,1,Boy,11,142,5,6,5,Mathematics,5,0,26,Yes
32441,1,Girl,12,170,0,21,1,Mathematics,10,0,26,Yes
32442,1,Girl,12,155,2,14,1,Sports,3,0,26,Yes
32443,1,Girl,12,160,4,11,2,Mathematics,10,0,26,Brought something
32444,1,Boy,12,167,0,6,11,Mathematics,5,0,26,Yes
32445,1,Boy,12,170,4,8,16,Other,8,0,26,Yes
32446,1,Girl,12,155,1,16,3,Mathematics,5,0,26,Yes
32447,1,Girl,12,156,3,4,1,Computer Science,10,0,26,Yes
32448,1,Girl,12,152,4,4,0,French language,12,0,26,Yes
32449,1,Boy,12,158,15,3,12,Mathematics,5,0,26,Yes
32450,1,Boy,12,157,4,12,9,Computer Science,8,0,26,Yes
32451,1,Boy,12,160,3,15,6,Computer Science,4,0,26,Yes
32452,1,Boy,12,164,2,18,3,Mathematics,10,0,26,Yes
32453,1,Boy,12,165,10,6,9,Computer Science,10,0,26,Yes
32454,1,Girl,12,170,3,10,2,Sports,5,0,26,Yes
32455,1,Boy,12,160,1,23,8,French language,5,0,26,Brought something
32456,1,Girl,12,158,10,8,1,Sports,5,0,26,Yes
32457,1,Boy,12,157,13,8,4,Sports,12,10,26,Yes
32458,1,Boy,12,155,6,21,4,Other,10,0,26,Yes
32459,1,Girl,12,169,1,10,1,Sports,6,0,26,Yes
32460,1,Boy,12,153,5,10,6,Engineering,4,0,26,Yes
32461,1,Boy,12,152,6,20,20,Mathematics,5,0,26,Yes
32462,1,Boy,11,169,4,21,21,French language,3,25,26,Yes
32463,1,Girl,12,153,1,7,7,Sports,6,0,26,Yes
32464,1,Girl,12,169,3,10,0,Sports,11,0,26,Yes
32465,1,Boy,12,171,4,12,13,Computer Science,10,0,26,Yes
32466,1,Boy,13,156,1,20,15,Computer Science,8,0,26,Yes
32467,1,Boy,12,177,5,8,6,Mathematics,13,0,26,Yes
32468,1,Girl,12,162,0,21,2,Sports,5,10,26,Yes
32469,1,Girl,14,163,1,21,0,Mathematics,10,0,26,Yes
32470,1,Boy,12,150,0,5,6,Engineering,6,0,26,Yes
32471,1,Boy,13,157,3,20,10,Sports,10,0,26,Yes
32472,1,Boy,12,155,10,8,3,Sports,10,0,26,Yes
32473,1,Boy,12,150,3,20,13,Sports,5,0,26,Yes
32474,1,Boy,12,154,4,20,8,Sports,7,0,26,Yes
32475,1,Girl,12,141,1,7,2,Mathematics,10,0,26,Yes
32476,1,Boy,12,166,2,15,10,Computer Science,8,0,26,Yes
32477,1,Boy,12,158,8,7,2,Other,50,120,26,Yes
32478,1,Boy,12,170,3,24,4,Mathematics,6,0,26,Yes
32479,1,Boy,12,152,2,18,8,French language,8,0,26,Yes
32480,1,Boy,12,150,3,25,1,Mathematics,25,0,26,Yes
32481,1,Girl,12,152,2,3,5,French language,7,0,26,Yes
32482,1,Boy,12,175,5,25,5,Mathematics,8,25,26,Brought something
32483,1,Boy,12,162,10,6,3,Sports,10,0,26,Yes
32484,1,Boy,12,154,4,21,8,Sports,7,0,26,Yes
32485,1,Boy,12,158,5,15,20,Sports,8,5,26,Yes
32486,1,Boy,12,165,11,3,5,Computer Science,5,0,26,Yes
32487,1,Girl,12,159,2,3,5,French language,10,0,26,Yes
32488,1,Boy,12,157,5,24,10,Sports,25,0,26,Yes
32489,1,Girl,12,169,1,14,7,Mathematics,4,0,26,Yes
32490,1,Boy,11,157,1,28,18,Mathematics,16,10,26,Yes
32491,1,Boy,12,157,3,21,16,Sports,8,0,26,Yes
32492,1,Boy,12,165,0,24,14,Sports,6,0,26,No
32493,1,Boy,12,150,4,10,15,Sports,15,0,26,Yes
32494,1,Girl,13,160,1,0,3,Mathematics,5,0,26,Yes
32495,1,Boy,12,151,3,7,3,Engineering,7,0,26,Yes
32496,1,Boy,12,159,2,28,7,Sports,8,0,26,Yes
32497,1,Girl,11,142,2,14,2,Mathematics,5,0,26,Yes
32498,1,Boy,12,150,2,25,5,French language,20,0,26,Yes
32499,1,Girl,13,153,2,7,1,Dutch language,9,0,26,Yes
32500,1,Girl,13,154,5,9,5,Sports,9,0,26,Yes
32501,1,Boy,12,154,2,15,15,German,8,0,26,Yes
32502,1,Boy,12,156,7,8,1,Mathematics,10,0,26,Yes
32503,1,Girl,12,160,4,10,2,French language,4,0,26,Brought something
32504,1,Boy,12,171,6,17,4,Music,5,0,26,Yes
32505,1,Girl,12,157,3,15,9,Sports,5,0,26,Yes
32506,1,Boy,12,162,6,20,20,Mathematics,9,35,26,Yes
32507,1,Boy,13,170,7,20,6,Sports,10,25,26,Yes
32508,1,Boy,12,153,3,12,12,Computer Science,9,0,26,Yes
32509,1,Girl,12,171,3,15,4,Sports,15,0,26,Brought something
32510,1,Boy,12,176,6,36,6,Engineering,10,3,26,Yes
32511,1,Girl,12,162,4,16,7,French language,7,0,26,Yes
32512,1,Girl,13,155,1,16,1,Sports,5,0,26,Yes
32513,1,Girl,12,164,4,10,2,Mathematics,5,0,26,Yes
32514,1,Boy,12,155,4,12,12,Mathematics,13,0,26,Yes
32515,1,Girl,12,158,3,14,5,Sports,10,0,26,Yes
32516,1,Girl,13,172,2,14,1,Sports,5,0,26,Yes
32517,1,Girl,12,158,2,12,0,Sports,5,0,26,Yes
32518,1,Girl,11,166,4,10,5,Other,5,0,26,Yes
32519,1,Girl,12,162,4,3,0,Sports,6,0,26,Yes
32520,1,Girl,12,161,2,3,0,Sports,9,5,26,No
32521,1,Girl,12,161,7,14,5,Sports,5,10,26,Yes
32522,1,Boy,12,150,4,21,9,Computer Science,10,0,26,Yes
32523,1,Girl,12,156,0,12,2,Mathematics,5,10,26,No
32524,1,Boy,12,155,5,16,3,Computer Science,5,0,26,Yes
32525,1,Girl,12,165,2,18,4,Sports,5,0,26,Yes
32526,1,Boy,13,174,6,13,22,Sports,13,43,26,Yes
32527,1,Boy,12,167,9,24,5,Mathematics,15,15,26,Brought something
32528,1,Boy,12,160,6,8,5,Other,6,2,26,Yes
32529,1,Boy,12,153,20,21,10,Sports,8,0,26,Yes
32530,1,Girl,12,157,7,9,1,Other,7,0,26,Brought something
32531,1,Boy,13,178,1,35,12,Engineering,5,35,26,Yes
32532,1,Girl,13,152,8,9,1,Other,5,0,26,Yes
32533,1,Boy,12,164,0,14,10,Mathematics,5,0,26,Yes
32534,1,Boy,13,176,4,26,36,Mathematics,18,0,26,Yes
32535,1,Boy,12,158,7,14,21,Computer Science,5,5,26,Yes
32536,1,Boy,12,170,5,21,5,Mathematics,10,0,26,Yes
32537,1,Boy,12,155,14,18,6,German,10,100,26,No
32538,1,Girl,12,146,3,18,4,Computer Science,8,0,26,Yes
32539,1,Girl,12,164,0,13,3,Other,15,0,26,Yes
32540,1,Boy,12,151,20,21,9,Mathematics,10,0,26,No
32541,1,Boy,13,175,5,14,4,Sports,10,0,26,Yes
32542,1,Boy,12,160,6,0,28,Mathematics,6,0,26,Yes
32543,1,Boy,12,158,3,10,8,Other,6,0,26,Yes
32544,1,Girl,12,165,3,12,7,Mathematics,8,0,26,Yes
32545,1,Boy,12,161,18,24,14,German,14,22,26,Yes
32546,1,Boy,12,159,30,6,7,Engineering,5,0,26,Yes
32547,1,Boy,12,160,4,28,70,Mathematics,10,0,26,Yes
32548,1,Boy,13,166,0,15,22,Mathematics,5,0,26,Brought something
32549,1,Girl,12,162,2,15,1,History,5,0,26,Yes
32550,1,Boy,12,155,14,11,21,Mathematics,15,0,26,Yes
32551,1,Girl,11,142,3,12,1,Other,5,0,26,Yes
32552,1,Girl,12,173,1,15,1,Computer Science,5,5,26,Yes
32553,1,Boy,12,167,4,20,7,Mathematics,22,14,26,Yes
32554,1,Girl,12,155,1,40,7,Computer Science,10,0,26,Yes
32555,1,Girl,12,155,1,40,7,Computer Science,10,0,26,Yes
32556,1,Girl,12,159,2,19,7,Computer Science,22,0,26,Yes
32557,1,Boy,12,152,0,25,12,Sports,4,0,26,Yes
32558,1,Girl,13,148,2,10,30,Mathematics,15,99,26,Yes
32559,1,Boy,12,160,3,18,11,Other,10,0,26,Yes
32560,1,Girl,12,149,4,35,35,Other,8,5,26,Yes
32561,1,Boy,12,175,3,15,30,English language,20,15,26,Brought something
32562,1,Girl,12,163,0,40,2,Other,15,75,26,Yes
32563,1,Girl,12,149,2,50,5,Computer Science,10,5,26,Yes
32564,1,Girl,12,160,3,45,5,Mathematics,45,10,26,Brought something
32565,1,Boy,13,175,2,15,32,Sports,15,0,26,Yes
32566,1,Boy,12,157,8,14,22,Engineering,8,0,26,Yes
32567,1,Boy,12,163,7,35,7,Sports,5,0,26,Yes
32568,1,Girl,12,165,1,40,10,Other,23,0,26,Yes
32569,1,Boy,13,163,2,2,1,Computer Science,5,20,26,Yes
32570,1,Girl,13,165,3,21,2,Mathematics,15,10,26,Yes
32571,1,Boy,13,164,2,2,20,Sports,5,0,26,Yes
32572,1,Girl,12,164,2,15,7,Computer Science,10,0,26,Yes
32573,1,Girl,12,158,3,21,10,Mathematics,15,0,26,Yes
32574,1,Girl,12,164,3,45,5,Mathematics,15,10,26,Yes
32575,1,Girl,12,167,3,1,1,Mathematics,10,25,26,Yes
32576,1,Boy,13,163,10,24,30,Mathematics,5,0,26,Brought something
32577,1,Girl,12,160,1,20,7,Mathematics,0,0,26,Yes
32578,1,Boy,12,159,4,26,2,History,10,0,26,Yes
32579,1,Boy,13,158,23,36,18,Sports,18,40,26,Yes
32580,1,Boy,12,154,0,30,3,Engineering,5,0,26,Yes
32581,1,Girl,12,160,2,20,3,Mathematics,12,0,26,Yes
32582,1,Boy,12,163,11,35,4,Geography,25,0,26,Brought something
32583,1,Boy,12,161,9,8,7,Sports,8,5,26,Yes
32584,1,Girl,12,158,3,14,2,Dutch language,5,0,26,Yes
32585,1,Girl,12,165,7,12,1,Mathematics,10,0,26,Yes
32586,1,Girl,12,156,5,7,4,Mathematics,3,0,26,Yes
32587,1,Girl,12,175,2,9,3,History,5,0,26,Yes
32588,1,Girl,12,147,3,9,0,Mathematics,10,50,26,Yes
32589,1,Boy,12,153,7,21,3,Sports,12,5,26,Yes
32590,1,Boy,12,160,36,48,50,History,8,40,26,Yes
32591,1,Girl,12,153,1,3,1,Dutch language,5,5,26,Yes
32592,1,Boy,12,165,3,2,1,History,8,4,26,Yes
32593,1,Girl,12,155,1,30,5,French language,7,0,26,No
32594,1,Girl,12,159,7,9,0,Sports,6,0,26,Yes
32595,1,Girl,12,170,8,19,7,Mathematics,5,0,26,Yes
32596,1,Girl,12,147,2,19,1,French language,0,0,26,Yes
32597,1,Boy,13,164,5,30,2,Mathematics,10,85,26,Brought something
32598,1,Boy,12,158,3,28,10,Mathematics,10,0,26,Yes
32599,1,Girl,12,167,0,5,0,Mathematics,3,0,26,Yes
32600,1,Girl,12,175,3,9,3,Dutch language,13,0,26,Yes
32601,1,Girl,12,149,3,17,4,Computer Science,6,0,26,Yes
32602,1,Boy,12,157,3,35,2,French language,10,20,26,Yes
32603,1,Boy,12,152,4,35,14,Mathematics,10,10,26,Yes
32604,1,Boy,11,163,2,24,0,French language,7,0,26,Yes
32605,1,Boy,12,158,5,30,5,Sports,10,0,26,No
32606,1,Boy,12,162,6,5,2,French language,8,40,26,Yes
32607,1,Boy,12,160,2,6,8,Other,10,0,26,Yes
32608,1,Boy,12,153,3,7,4,Engineering,8,0,26,Yes
32609,1,Boy,12,151,0,8,0,Sports,10,0,26,No
32610,1,Girl,12,165,1,17,2,Mathematics,8,0,26,Yes
32611,1,Boy,13,145,4,6,8,Computer Science,22,0,26,Yes
32612,1,Girl,12,157,15,15,0,Mathematics,6,10,26,Brought something
32613,1,Girl,12,156,20,15,0,Mathematics,30,15,26,Brought something
32614,1,Boy,12,155,3,28,64,French language,8,0,26,No
32615,1,Boy,13,164,5,28,0,French language,500,0,26,Yes
32616,1,Girl,12,147,6,10,1,Mathematics,5,0,26,Yes
32617,1,Girl,13,168,6,10,0,Other,10,0,26,Brought something
32618,1,Girl,12,165,4,10,1,Mathematics,7,0,26,Yes
32619,1,Girl,12,145,3,25,3,French language,5,0,26,Brought something
32620,1,Girl,13,161,9,18,2,Music,7,0,26,Yes
32621,1,Girl,12,160,11,10,0,Dutch language,9,0,26,Brought something
32622,1,Girl,12,155,14,10,0,Music,13,0,26,Brought something
32623,1,Boy,12,163,40,60,20,Biology,20,15,26,No
32624,1,Boy,11,156,6,21,8,Mathematics,8,1,26,Yes
32625,1,Boy,12,156,13,9,7,Sports,13,15,26,Yes
32626,1,Boy,12,168,7,12,15,English language,4,0,26,Yes
32627,1,Girl,11,161,3,15,8,Mathematics,12,0,26,Yes
32628,1,Boy,12,168,19,16,28,Sports,8,10,26,Yes
32629,1,Girl,12,150,7,49,1,Mathematics,7,0,26,Yes
32630,1,Boy,12,154,16,8,7,Sports,10,0,26,Yes
32631,1,Girl,12,153,11,45,15,Sports,12,0,26,Yes
32632,1,Boy,13,167,5,29,22,Sports,4,11,26,Yes
32633,1,Boy,12,152,12,16,17,French language,0,0,26,Yes
32634,1,Boy,12,156,6,21,14,Sports,10,0,26,Yes
32635,1,Girl,12,159,9,17,21,Biology,10,0,26,Yes
32636,1,Boy,12,151,14,24,18,French language,8,0,26,Yes
32637,1,Boy,12,163,13,6,1,Sports,0,10,26,Yes
32638,1,Girl,12,153,7,10,8,Sports,10,0,26,Yes
32639,1,Boy,12,149,24,14,14,Sports,6,5,26,Yes
32640,1,Girl,12,168,11,11,3,Biology,5,0,26,Yes
32641,1,Girl,12,163,10,14,22,Biology,10,0,26,Yes
32642,1,Boy,11,155,13,8,8,Sports,6,0,26,Yes
32643,1,Girl,13,160,5,11,1,Mathematics,10,0,26,Yes
32644,1,Girl,11,167,8,11,3,Mathematics,7,0,26,Yes
32645,1,Boy,12,158,10,13,15,Sports,25,0,26,Yes
32646,1,Boy,12,163,15,7,4,Sports,10,5,26,Yes
32647,1,Girl,12,174,7,8,3,History,3,0,26,Yes
32648,1,Girl,13,157,8,58,13,Sports,8,0,26,Yes
32649,1,Girl,12,160,3,28,1,French language,5,15,26,Yes
32650,1,Girl,12,154,3,14,10,Sports,5,0,26,Brought something
32651,1,Girl,11,158,2,10,7,Sports,4,0,26,Yes
32652,1,Boy,11,157,22,10,3,Sports,8,0,26,Yes
32653,1,Boy,12,163,4,12,35,English language,10,5,26,Yes
32654,1,Boy,12,152,0,3,35,English language,0,28,26,Brought something
32655,1,Boy,12,155,5,11,3,Mathematics,9,0,26,Yes
32656,1,Girl,12,158,1,14,2,French language,5,5,26,Yes
32657,1,Girl,12,160,4,20,8,English language,5,0,26,Yes
32658,1,Boy,12,160,21,12,16,Sports,8,0,26,Yes
32659,1,Boy,12,160,20,24,10,Sports,8,0,26,Yes
32660,1,Girl,12,163,2,18,20,English language,5,0,26,Yes
32661,1,Girl,12,168,2,7,5,French language,10,0,26,Yes
32662,1,Girl,12,160,0,6,1,French language,10,0,26,Yes
32663,1,Girl,12,167,2,11,0,Mathematics,3,0,26,Yes
32664,1,Girl,12,160,10,7,3,Sports,10,0,26,Yes
32665,1,Boy,11,154,0,5,2,French language,3,0,26,Yes
32666,1,Boy,13,173,7,14,7,English language,15,0,26,Yes
32667,1,Boy,12,173,7,15,6,Mathematics,15,0,26,Yes
32668,1,Boy,12,168,1,4,10,Mathematics,10,0,26,Yes
32669,1,Girl,12,158,1,5,10,Mathematics,10,7,26,Yes
32670,1,Boy,12,157,12,21,23,Mathematics,15,50,26,Yes
32671,1,Boy,12,146,5,13,14,Mathematics,3,0,26,Yes
32672,1,Boy,13,150,2,15,20,Geography,25,0,26,No
32673,1,Boy,12,159,1,5,6,Sports,0,0,26,Yes
32674,1,Girl,12,162,8,1,3,Mathematics,12,0,26,Yes
32675,1,Boy,12,160,8,20,18,English language,10,0,26,Yes
32676,1,Boy,13,156,15,14,5,Sports,15,0,26,Yes
32677,1,Girl,11,162,33,6,5,Mathematics,10,0,26,Yes
32678,1,Boy,12,145,4,7,5,English language,5,0,26,Yes
32679,1,Boy,12,155,2,20,10,History,3,0,26,Yes
32680,1,Boy,12,155,10,10,10,Mathematics,5,0,26,Yes
32681,1,Boy,12,158,10,17,3,Sports,10,13,26,Brought something
32682,1,Girl,12,163,5,4,2,Biology,12,0,26,Yes
32683,1,Boy,12,158,6,9,9,English language,15,50,26,Yes
32684,1,Boy,12,165,6,14,4,History,30,0,26,Yes
32685,1,Boy,12,155,3,16,2,Sports,8,0,26,Yes
32686,1,Boy,12,165,7,38,25,Sports,8,0,26,Yes
32687,1,Boy,12,163,4,4,9,Mathematics,8,0,26,Yes
32688,1,Boy,12,150,2,21,4,English language,0,0,26,Brought something
32689,1,Girl,12,162,1,3,10,Mathematics,11,0,26,Yes
32690,1,Boy,12,169,11,7,7,English language,7,0,26,Yes
32691,1,Girl,11,160,7,3,3,Other,5,0,26,Yes
32692,1,Girl,12,163,5,6,7,Sports,3,0,26,Brought something
32693,1,Boy,12,155,3,13,2,Sports,6,0,26,Yes
32694,1,Girl,12,163,4,2,1,Mathematics,27,0,26,Yes
32695,1,Girl,12,165,1,2,3,Sports,9,0,26,Yes
32696,1,Girl,12,146,1,9,3,Drama,6,0,26,Yes
32697,1,Girl,11,160,4,10,4,Sports,7,0,26,Yes
32698,1,Boy,12,165,5,7,10,Other,8,30,26,No
32699,1,Boy,12,159,2,4,4,Other,17,0,26,Yes
32700,2,Boy,13,167,3,8,15,Art,250,85,26,Yes
32701,2,Girl,13,167,5,20,2,Engineering,6,0,26,Yes
32702,2,Girl,13,169,1,28,14,Other,10,25,26,Yes
32703,2,Girl,13,142,0,10,0,Biology,6,0,26,Yes
32704,2,Girl,13,170,4,30,3,Sports,12,4,26,Yes
32705,2,Boy,13,175,4,35,15,Sports,20,0,26,Yes
32706,2,Boy,13,145,2,17,5,Sports,11,0,26,Yes
32707,2,Girl,13,155,0,10,0,Art,13,0,26,Yes
32708,2,Boy,13,175,5,29,5,Mathematics,10,11,26,Yes
